x,y
407.856230000034,1.2496833972112182
407.8714299998246,1.2280046179887871
407.89672000007704,1.2382262309589924
407.9133800002746,1.2314024122062155
407.94848000025377,1.2427964384409138
407.96346999984235,1.2223624492787322
407.97987999999896,1.2416523075924104
408.0069300001487,1.2359474334445089
408.0213199998252,1.2519875206248814
408.034839999862,1.2519875206248814
408.0477200001478,1.2473835142429412
408.0604400001466,1.2462351604865125
408.87226000009105,1.2566085200763306
408.8887900002301,1.2485329261594944
408.9094899999909,1.2542958923023164
408.92341999989003,1.2554516736871384
408.93582999985665,1.2485329261594944
408.9488200000487,1.2359474334445089
408.971950000152,1.2450878639160534
408.9861099999398,1.253141174941415
409.01049999985844,1.2473835142429412
409.0242699999362,1.2450878639160534
409.0375299998559,1.2612465753175373
409.05272000003606,1.2496833972112182
409.85742999985814,1.2764388088113423
409.8714900002815,1.2624087614670463
409.88461000006646,1.2659017493002427
409.8972000000067,1.2566085200763306
409.91047000000253,1.2577664324512525
409.9361700001173,1.2600854590882373
409.96108999988064,1.2542958923023164
409.97420000005513,1.2496833972112182
409.9890000000596,1.2554516736871384
410.00198000017554,1.2554516736871384
410.016619999893,1.2612465753175373
410.0304100001231,1.2717448862880671
410.04334999993443,1.2519875206248814
410.05660000024363,1.2519875206248814
410.86596000008285,1.2811500562783955
410.8793700002134,1.2764388088113423
410.8921500002034,1.2799706167051788
410.9064199998975,1.2659017493002427
414.8431700002402,1.3109918746497762
414.8557700002566,1.3061708881318403
414.86850999994203,1.2930043917962792
414.88165999995545,1.3219042534417236
414.89419999998063,1.2977767816857808
414.9068700000644,1.3097849623996851
414.91949999984354,1.3085791612450992
414.9326800000854,1.318256738556406
414.94622999988496,1.2870635762533316
414.96035999991,1.3001695780332883
414.99041000008583,1.2977767816857808
415.00557000003755,1.3194714571951158
415.0297900000587,1.3049684141302225
415.04303999990225,1.318256738556406
415.0458200001158,1.3085791612450992
415.05853000003844,1.3134090365327329
415.80769000016153,1.2835121968394962
415.82044999999925,1.2930043917962792
415.8334699999541,1.307374470163131
415.84622000018135,1.3097849623996851
415.85945999994874,1.3146192882160836
415.8726400001906,1.3001695780332883
415.88535000011325,1.3085791612450992
415.89887000015005,1.3329074642313372
415.91151000000536,1.312199899019203
415.9249599999748,1.3170431381998406
415.9382700002752,1.318256738556406
415.9565400001593,1.318256738556406
415.9895199998282,1.318256738556406
415.99844999983907,1.3292295883156824
416.0124099999666,1.3194714571951158
416.0356000000611,1.3267833107241587
416.04856000002474,1.3255618607198578
416.06183000002056,1.3219042534417236
416.8367599998601,1.3477210138513502
416.8533700001426,1.342764961137862
416.86651000007987,1.3255618607198578
416.88240000000224,1.331680376269981
416.8954799999483,1.3243415351946644
416.9111999999732,1.3255618607198578
416.923830000218,1.331680376269981
416.9377800002694,1.3206872951464232
416.9615899999626,1.3255618607198578
416.97397000016645,1.3304544179780895
416.9986200002022,1.3170431381998406
417.013580000028,1.337827133604696
417.0263499999419,1.337827133604696
417.0406100000255,1.3341356829031041
417.0534500000067,1.3365955165464416
418.8049699999392,1.3477210138513502
418.81749999988824,1.344002263082163
418.8314800001681,1.3526953590130382
418.84559000004083,1.342764961137862
418.85957999993116,1.3365955165464416
418.87338999984786,1.353941811405073
418.8870399999432,1.3502058956622374
418.91018000012264,1.3365955165464416
418.92531999992207,1.3206872951464232
418.9386100000702,1.3267833107241587
418.95269000018016,1.318256738556406
418.9763799998909,1.3292295883156824
418.99016000004485,1.3477210138513502
419.00456000026315,1.3526953590130382
419.01774000003934,1.3390598855467353
419.03048000019044,1.3652116950664452
419.04300000006333,1.3564381629092679
419.0559499999508,1.3502058956622374
419.7925599999726,1.353941811405073
419.8056000000797,1.3489628825916529
419.8184299999848,1.3477210138513502
419.83159000007436,1.3639548675066377
419.8441400001757,1.353941811405073
419.85740000009537,1.342764961137862
419.87031000014395,1.3526953590130382
419.88346000015736,1.3514500541175594
419.9060800001025,1.3402937734183094
419.9198099998757,1.3502058956622374
419.93275000015274,1.3601913228556701
419.95928000006825,1.3564381629092679
419.9726900001988,1.3415287982661253
419.98655000003055,1.3715132259364853
420.00227000005543,1.3502058956622374
420.0158000001684,1.3614446824659487
420.02980000013486,1.3639548675066377
420.0430700001307,1.3614446824659487
420.0568800000474,1.3589391171007994
420.7964800000191,1.3564381629092679
420.80939000006765,1.37530809742145
420.82205000007525,1.3740419750125137
420.8347599999979,1.3664696807404635
420.8476100000553,1.3664696807404635
420.86019999999553,1.353941811405073
420.87355000013486,1.379113469023598
420.88647999987006,1.379113469023598
420.8995600002818,1.3601913228556701
420.9245100002736,1.3614446824659487
420.9377800002694,1.3639548675066377
420.9625900001265,1.3589391171007994
420.97787000006065,1.3664696807404635
420.9928399999626,1.3601913228556701
421.0072800000198,1.3652116950664452
421.0205999999307,1.379113469023598
421.03452999982983,1.3867558288718866
421.0472099999897,1.3702505971242434
421.0604699999094,1.3740419750125137
421.7967400001362,1.3867558288718866
421.8092600000091,1.3867558288718866
421.8227200000547,1.3905928754654435
421.8371299998835,1.3740419750125137
421.8510199999437,1.37530809742145
421.86469000019133,1.3842036815687413
421.8848500000313,1.381656231167327
421.8986800001003,1.3727770182085481
421.913290000055,1.381656231167327
421.9273800002411,1.385479167566722
421.95048000011593,1.379113469023598
421.9653799999505,1.3893126817367547
421.99167999997735,1.3867558288718866
422.00187000026926,1.381656231167327
422.0169000001624,1.3931568029453023
422.0306799998507,1.3829293697959426
422.0442599998787,1.3589391171007994
422.05709999985993,1.399587322572616
422.06967000011355,1.385479167566722
422.794190000277,1.3867558288718866
422.8175699999556,1.3829293697959426
422.8318300000392,1.3867558288718866
422.8451499999501,1.377843843351452
422.8683299999684,1.3702505971242434
422.9025200000033,1.3727770182085481
422.9249399998225,1.3803842646028843
422.9381599999033,1.377843843351452
422.95100999996066,1.3765753865094157
422.96500999992713,1.3829293697959426
422.99594999989495,1.381656231167327
423.01086000027135,1.395725457706765
423.0247700000182,1.3829293697959426
423.03813999984413,1.379113469023598
423.0526300002821,1.3842036815687413
423.0663900002837,1.385479167566722
423.7883500000462,1.3970115605412237
423.81394999986514,1.381656231167327
423.82795999990776,1.3740419750125137
423.841349999886,1.3740419750125137
423.8643100000918,1.379113469023598
423.878200000152,1.3867558288718866
423.9004899999127,1.3601913228556701
423.91520000016317,1.3867558288718866
423.92823000019416,1.3880336665672344
423.95294000022113,1.399587322572616
423.96730000013486,1.3880336665672344
423.9987900000997,1.398298848465836
424.0123299998231,1.3905928754654435
424.02584999985993,1.3918742488392966
424.0393300000578,1.3944405388714594
424.0525699998252,1.3880336665672344
424.0660500000231,1.395725457706765
424.7878000000492,1.3931568029453023
424.87601000024006,1.3918742488392966
424.8980399998836,1.3829293697959426
424.9116099998355,1.403459872921174
424.9245899999514,1.4021678337057577
424.93757000006735,1.3893126817367547
424.9508199999109,1.3918742488392966
424.976340000052,1.3918742488392966
424.9898399999365,1.403459872921174
425.00456000026315,1.403459872921174
425.020370000042,1.4021678337057577
425.0338800000027,1.3867558288718866
425.0478300000541,1.3931568029453023
425.0614399998449,1.3905928754654435
425.78581999987364,1.407343138318347
425.80062999995425,1.398298848465836
425.8242399999872,1.3905928754654435
425.84829000011086,1.3842036815687413
425.861169999931,1.3829293697959426
425.8740199999884,1.3842036815687413
425.89314999990165,1.398298848465836
425.917290000245,1.3867558288718866
425.93137999996543,1.415141932931428
425.94450999982655,1.4125375446227544
