2455265.81251 20.196 0.107 4.06 339.0
2455266.79609 20.188 0.131 4.34 390.0
2455267.78687 20.176 0.110 4.35 335.0
2455268.82630 20.008 0.092 3.96 333.0
2455269.77248 20.317 0.130 4.14 367.0
2455270.76156 20.187 0.126 4.08 355.0
2455271.84391 20.245 0.110 3.40 374.0
2455272.75785 20.242 0.187 6.01 371.0
2455273.81683 20.115 0.099 3.93 297.0
2455274.78262 20.294 0.148 4.63 354.0
2455275.82946 20.276 0.151 4.43 368.0
2455276.76422 20.289 0.134 4.08 333.0
2455276.89165 20.207 0.111 3.88 313.0
2455277.80062 20.341 0.150 4.74 336.0
2455278.77220 20.309 0.176 5.49 361.0
2455279.77987 20.326 0.190 5.66 355.0
2455280.86331 20.219 0.099 3.27 348.0
2455281.76642 20.111 0.121 4.32 449.0
2455281.90119 20.070 0.091 3.28 356.0
2455282.77882 20.131 0.137 3.96 503.0
2455284.88205 20.545 0.205 4.61 477.0
2455286.73537 20.154 0.170 4.00 817.0
2455287.74451 20.144 0.148 4.00 704.0
2455288.72103 20.220 0.166 3.50 857.0
2455292.78867 20.303 0.196 3.78 1122.0
2455293.79948 20.745 0.219 4.37 339.0
2455294.74662 20.215 0.120 4.18 298.0
2455294.78402 20.159 0.087 3.38 282.0
2455294.82121 20.259 0.096 3.57 280.0
2455294.85128 20.256 0.104 3.70 302.0
2455294.89105 20.353 0.104 3.36 307.0
2455295.74759 20.344 0.134 4.44 277.0
2455295.78596 20.117 0.095 4.18 262.0
2455295.82442 20.162 0.107 4.24 280.0
2455295.86236 20.075 0.088 3.69 285.0
2455295.90194 20.256 0.108 3.68 301.0
2455296.79185 20.141 0.084 3.27 288.0
2455296.82632 20.306 0.095 3.23 297.0
2455296.86373 20.228 0.079 2.96 280.0
2455296.90385 20.287 0.121 4.15 290.0
2455297.78498 20.396 0.116 3.57 302.0
2455297.82301 20.167 0.092 3.45 294.0
2455297.86080 20.176 0.076 2.90 272.0
2455297.89991 20.174 0.088 3.30 303.0
2455298.78586 20.014 0.085 3.50 321.0
2455298.82372 19.965 0.090 3.94 314.0
2455298.86166 20.223 0.131 4.51 317.0
2455298.90113 20.298 0.107 3.51 313.0
2455299.77031 20.353 0.109 3.89 250.0
2455299.80807 20.574 0.123 3.79 259.0
2455299.88472 20.306 0.098 3.60 270.0
2455300.84144 20.255 0.113 3.87 312.0
2455300.88113 20.238 0.108 3.58 326.0
2455300.91999 20.258 0.114 3.37 391.0
2455301.77494 20.351 0.145 4.78 314.0
2455301.81227 20.187 0.097 3.59 318.0
2455301.84979 20.016 0.105 4.55 331.0
2455301.89003 20.257 0.127 4.41 346.0
2455303.89765 20.339 0.163 4.85 379.0
2455304.73529 20.289 0.210 6.33 453.0
2455304.77462 20.371 0.163 5.12 404.0
2455306.70802 20.213 0.122 4.43 352.0
2455306.77213 20.294 0.124 4.47 294.0
2455306.83524 20.246 0.105 4.05 306.0
2455306.87443 20.436 0.135 4.07 315.0
2455306.91332 20.130 0.095 3.44 350.0
2455307.69778 20.392 0.142 4.23 357.0
2455307.76131 20.253 0.131 4.58 356.0
2455307.82270 20.201 0.114 4.11 379.0
2455307.86205 20.178 0.112 3.75 408.0
2455307.90172 20.217 0.117 4.04 395.0
2455308.68905 20.486 0.181 4.90 375.0
2455308.75090 19.960 0.111 4.92 333.0
2455308.81243 20.121 0.104 4.31 297.0
2455308.85033 20.218 0.112 4.37 298.0
2455309.68680 20.194 0.163 5.44 415.0
2455309.75184 20.100 0.106 4.63 312.0
2455309.82240 20.020 0.098 4.26 315.0
2455309.86649 20.068 0.098 3.83 337.0
2455309.90485 20.052 0.094 3.57 358.0
2455310.66651 20.107 0.151 5.30 530.0
2455310.73246 20.190 0.141 5.10 399.0
2455310.78882 20.176 0.123 4.65 328.0
2455310.86427 20.012 0.082 3.74 325.0
2455310.90226 20.641 0.180 4.26 375.0
2455311.78765 20.251 0.183 5.89 389.0
2455311.84602 20.267 0.140 4.97 330.0
2455311.89492 20.389 0.176 5.28 393.0
2455312.70926 20.199 0.199 6.07 504.0
2455312.75862 20.382 0.201 5.59 463.0
2455312.80116 20.218 0.165 5.11 460.0
2455312.84095 20.322 0.184 5.40 493.0
2455312.88579 20.067 0.130 4.72 421.0
2455312.92293 20.191 0.135 4.41 439.0
2455313.79500 19.960 0.149 5.34 560.0
2455313.83400 20.178 0.183 5.42 544.0
2455313.87423 20.238 0.226 5.80 632.0
2455313.91205 20.124 0.185 5.20 630.0
2455314.68275 19.879 0.149 4.64 958.0
2455314.76486 20.646 0.263 4.63 771.0
2455314.80241 19.806 0.123 4.80 703.0
2455314.86021 20.088 0.178 4.91 800.0
2455314.89739 20.253 0.185 4.29 823.0
2455315.78570 20.513 0.225 4.21 816.0
2455315.82358 20.536 0.249 4.31 855.0
2455315.86368 20.412 0.276 4.89 1074.0
2455315.90567 19.956 0.170 4.59 1085.0
2455316.69666 20.180 0.287 5.59 1265.0
2455316.74170 20.087 0.273 5.65 1294.0
2455316.82074 20.333 0.280 5.46 924.0
2455320.65919 19.965 0.117 4.27 584.0
2455320.69815 19.912 0.129 4.83 540.0
2455320.74212 20.432 0.167 4.08 518.0
2455320.77958 20.188 0.130 4.01 492.0
2455320.81899 20.244 0.137 4.41 453.0
2455320.86126 20.488 0.191 4.15 547.0
2455320.89872 20.183 0.141 4.11 586.0
2455321.72647 19.992 0.110 4.39 441.0
2455321.76502 20.204 0.148 4.92 450.0
2455321.80424 20.133 0.132 4.57 456.0
2455321.84571 20.643 0.259 5.47 475.0
2455321.88333 19.981 0.128 4.59 500.0
2455321.92056 20.079 0.149 4.75 556.0
2455322.70688 20.656 0.239 5.53 397.0
2455322.85445 20.292 0.167 4.86 512.0
2455322.87966 20.243 0.145 4.07 518.0
2455322.92005 20.099 0.131 3.96 609.0
2455323.74331 20.322 0.191 5.93 409.0
2455323.78165 20.282 0.158 5.00 439.0
2455323.82491 20.399 0.169 4.72 454.0
2455323.86434 20.398 0.171 4.19 532.0
2455323.90180 20.117 0.140 4.26 600.0
2455324.70612 20.156 0.153 5.33 379.0
2455324.74525 20.118 0.108 3.94 333.0
2455324.78262 20.266 0.186 5.66 383.0
2455324.82299 20.022 0.121 4.67 383.0
2455324.86172 20.319 0.156 4.28 431.0
2455324.89905 19.968 0.099 3.68 465.0
2455325.64429 20.317 0.142 3.98 416.0
2455325.69846 20.197 0.115 4.17 335.0
2455325.73499 20.188 0.110 3.98 313.0
2455325.77331 20.274 0.113 3.69 297.0
2455325.81282 20.088 0.110 4.21 320.0
2455325.86031 20.103 0.120 4.33 390.0
2455325.89904 20.074 0.112 3.94 428.0
2455326.67331 20.356 0.141 4.31 327.0
2455326.73399 20.320 0.140 4.54 312.0
2455326.77138 20.117 0.109 4.14 318.0
2455326.81092 20.260 0.116 3.67 340.0
2455326.84917 19.836 0.094 4.30 378.0
2455326.88763 20.288 0.140 3.84 463.0
2455326.92636 20.599 0.216 4.74 573.0
2455327.68748 20.328 0.131 4.26 291.0
2455327.75841 20.180 0.110 3.66 287.0
2455327.79730 20.202 0.131 4.17 316.0
2455327.83560 19.930 0.132 5.02 357.0
2455327.87455 20.116 0.124 3.97 432.0
2455327.91268 20.150 0.126 4.02 466.0
2455328.60940 20.239 0.134 3.98 479.0
2455328.68340 20.125 0.113 3.61 360.0
2455328.79064 20.052 0.106 3.98 325.0
2455328.83137 20.378 0.172 4.83 356.0
2455328.86913 20.463 0.160 3.84 398.0
2455328.90691 20.782 0.225 4.07 486.0
2455329.70711 20.123 0.137 5.45 325.0
2455334.62965 20.389 0.155 4.95 354.0
2455334.69575 20.225 0.143 5.20 314.0
2455334.77654 20.058 0.095 4.06 329.0
2455334.83630 20.042 0.100 4.27 333.0
2455334.87400 20.233 0.135 4.79 378.0
2455334.91463 20.746 0.293 5.94 424.0
2455335.71991 20.283 0.110 4.07 307.0
2455335.75915 20.203 0.101 3.67 344.0
2455335.79880 20.062 0.102 4.30 359.0
2455335.83820 20.267 0.139 4.48 367.0
2455335.87591 20.221 0.163 5.01 424.0
2455335.91360 20.689 0.230 4.85 452.0
2455336.79303 20.261 0.152 4.78 369.0
2455336.85744 20.183 0.124 4.06 391.0
2455336.92243 20.555 0.214 4.38 546.0
2455337.76900 20.387 0.140 4.38 329.0
2455337.80890 20.124 0.138 5.03 395.0
2455337.84728 20.688 0.248 4.87 467.0
2455337.88522 20.373 0.201 5.10 525.0
2455337.92367 20.113 0.205 6.21 601.0
2455338.76654 20.781 0.251 4.72 461.0
2455338.84704 20.380 0.285 6.56 548.0
2455339.68196 20.529 0.240 5.15 517.0
2455339.74836 20.605 0.236 4.59 572.0
2455339.81362 20.243 0.166 4.46 586.0
2455339.87925 20.530 0.259 5.15 664.0
2455340.62811 20.378 0.295 6.41 752.0
2455340.66579 20.080 0.145 4.66 589.0
2455340.75234 20.179 0.184 5.64 480.0
2455340.84807 20.340 0.248 5.98 563.0
2455340.88654 20.216 0.168 4.40 688.0
2455340.92415 19.935 0.169 5.48 783.0
2455341.59832 20.188 0.166 4.54 708.0
2455341.67149 20.384 0.151 4.02 526.0
2455341.74287 20.110 0.129 4.27 505.0
2455341.81744 19.984 0.116 3.83 587.0
2455341.85564 20.162 0.134 3.88 593.0
2455341.89338 20.148 0.134 3.98 564.0
2455341.93357 20.161 0.192 5.06 696.0
2455342.64514 20.046 0.195 5.64 701.0
2455342.68276 20.349 0.198 4.61 652.0
2455342.72027 20.081 0.155 4.77 604.0
2455342.76133 19.995 0.138 4.76 596.0
2455342.80325 20.186 0.206 5.38 699.0
2455342.84099 20.352 0.206 4.57 709.0
2455342.87886 20.600 0.299 4.69 932.0
2455343.58840 20.242 0.265 5.21 1230.0
2455343.66369 20.129 0.172 4.42 912.0
2455343.70143 20.323 0.207 4.46 848.0
2455343.73943 20.414 0.226 4.67 795.0
2455343.81892 20.193 0.178 4.12 950.0
