tau,f_bl,t0,u_min,chi2
55.778,1.0,425.1842499246036,0.09796951259998907,4.708620012011825
55.778,1.0,425.1842499246036,0.0982652467566545,4.634624423042408
55.778,1.0,425.1842499246036,0.09856098091331993,4.563777447614085
55.778,1.0,425.1842499246036,0.09885671506998536,4.496038622057544
55.778,1.0,425.1842499246036,0.09915244922665079,4.431368052176007
55.778,1.0,425.1842499246036,0.09944818338331622,4.369726403848414
55.778,1.0,425.1842499246036,0.09974391753998164,4.311074893813
55.778,1.0,425.1842499246036,0.10003965169664708,4.255375280627196
55.778,1.0,425.1842499246036,0.1003353858533125,4.202589855800134
55.778,1.0,425.1842499246036,0.10063112000997794,4.152681435093859
55.778,1.0,425.1842499246036,0.10092685416664336,4.105613349989688
55.778,1.0,425.1842499246036,0.1012225883233088,4.061349439316052
55.778,1.0,425.1842499246036,0.10151832247997422,4.019854041034393
55.778,1.0,425.1842499246036,0.10181405663663964,3.981091984179663
55.778,1.0,425.1842499246036,0.10210979079330508,3.945028580952121
55.778,1.0,425.1842499246036,0.1024055249499705,3.911629618957183
55.778,1.0,425.1842499246036,0.10270125910663594,3.880861353590145
55.778,1.0,425.1842499246036,0.10299699326330136,3.852690500562705
55.778,1.0,425.1842499246036,0.1032927274199668,3.8270842285682583
55.778,1.0,425.1842499246036,0.10358846157663222,3.8040101520830163
55.778,1.0,425.1842499246036,0.10388419573329766,3.7834363243000904
55.778,1.0,425.1842499246036,0.10417992988996308,3.7653312301937256
55.778,1.0,425.1842499246036,0.10447566404662852,3.7496637797109345
55.778,1.0,425.1842499246036,0.10477139820329394,3.7364033010878868
55.778,1.0,425.1842499246036,0.10506713235995938,3.725519534288407
55.778,1.0,425.1842499246036,0.1053628665166248,3.7169826245620605
55.778,1.0,425.1842499246036,0.10565860067329022,3.7107631161193173
55.778,1.0,425.1842499246036,0.10595433482995566,3.706831945921376
55.778,1.0,425.1842499246036,0.10625006898662108,3.7051604375822658
55.778,1.0,425.1842499246036,0.10654580314328652,3.705720295380906
55.778,1.0,425.1842499246036,0.10684153729995194,3.7084835983808637
55.778,1.0,425.1842499246036,0.10713727145661738,3.713422794655594
55.778,1.0,425.1842499246036,0.1074330056132828,3.720510695616991
55.778,1.0,425.1842499246036,0.10772873976994823,3.729720470445155
55.778,1.0,425.1842499246036,0.10802447392661366,3.7410256406173006
55.778,1.0,425.1842499246036,0.1083202080832791,3.7544000745337915
55.778,1.0,425.1842499246036,0.10861594223994452,3.769817982239328
55.778,1.0,425.1842499246036,0.10891167639660995,3.7872539102373772
55.778,1.0,425.1842499246036,0.10920741055327537,3.8066827363959397
55.778,1.0,425.1842499246036,0.1095031447099408,3.8280796649428415
55.778,1.0,425.1842499246036,0.10979887886660623,3.851420221548728
