2455260.88127 14.943 0.003 4.40 653.0
2455261.81224 14.947 0.003 3.77 615.0
2455262.84981 14.945 0.005 6.14 2593.0
2455265.86672 14.945 0.003 4.53 694.0
2455266.81307 14.947 0.003 5.11 521.0
2455267.84030 14.953 0.003 4.97 479.0
2455268.84273 14.942 0.003 4.40 471.0
2455269.80640 14.941 0.003 4.21 462.0
2455270.81208 14.944 0.003 4.03 454.0
2455271.80758 14.946 0.003 4.05 517.0
2455272.81275 14.946 0.003 5.59 472.0
2455273.79776 14.943 0.003 4.49 453.0
2455274.81625 14.949 0.003 4.77 477.0
2455275.80260 14.948 0.003 5.20 594.0
2455276.78076 14.947 0.003 4.20 472.0
2455276.90824 14.943 0.003 4.53 561.0
2455277.81730 14.946 0.004 6.65 529.0
2455278.81287 14.952 0.003 4.92 473.0
2455279.81414 14.948 0.003 5.21 473.0
2455280.82075 14.945 0.003 4.16 487.0
2455281.80067 14.951 0.003 3.81 459.0
2455282.82340 14.949 0.003 4.07 562.0
2455283.78350 14.948 0.003 4.98 675.0
2455283.87482 14.944 0.003 5.07 555.0
2455284.78910 14.946 0.003 5.05 769.0
2455285.77995 14.947 0.003 5.09 874.0
2455285.90993 14.946 0.003 4.28 736.0
2455286.79556 14.948 0.003 5.58 800.0
2455287.84873 14.949 0.003 3.39 690.0
2455288.77411 14.945 0.003 3.49 806.0
2455289.82598 14.949 0.003 4.92 979.0
2455293.85390 14.949 0.003 4.86 498.0
2455294.78803 14.951 0.003 4.50 413.0
2455295.79001 14.953 0.003 4.49 398.0
2455296.83036 14.947 0.003 3.56 410.0
2455297.86502 14.952 0.003 3.27 395.0
2455298.90532 14.946 0.003 3.67 436.0
2455299.88920 14.954 0.003 3.84 430.0
2455301.81634 14.941 0.003 3.96 437.0
2455304.77869 14.953 0.003 5.60 564.0
2455306.77615 14.946 0.003 4.84 440.0
2455307.80148 14.937 0.003 3.91 479.0
2455308.79159 14.949 0.003 4.66 460.0
2455309.83942 14.951 0.003 4.57 452.0
2455311.92358 14.945 0.003 4.15 583.0
2455312.91301 14.949 0.003 4.24 528.0
2455314.67284 14.952 0.004 6.20 1134.0
2455314.88746 14.945 0.003 4.26 864.0
2455315.81352 14.940 0.003 3.99 892.0
2455316.77166 14.948 0.004 6.55 911.0
2455319.91314 14.957 0.004 3.48 2994.0
2455320.80723 14.950 0.003 4.15 694.0
2455321.75407 14.946 0.003 5.02 583.0
2455322.70949 14.946 0.003 5.93 598.0
2455322.92267 14.942 0.003 4.20 667.0
2455323.86696 14.945 0.003 4.13 627.0
2455324.79712 14.954 0.003 6.15 539.0
2455325.71323 14.953 0.003 4.22 457.0
2455325.91418 14.949 0.003 5.22 566.0
2455326.83916 14.946 0.003 4.20 501.0
2455327.78682 14.952 0.003 4.51 457.0
2455328.68607 14.954 0.003 3.93 504.0
2455328.90956 14.953 0.003 4.06 585.0
2455334.83901 14.945 0.003 4.80 464.0
2455335.80348 14.943 0.003 4.42 469.0
2455336.90010 14.959 0.003 5.27 599.0
2455337.90053 14.958 0.003 5.21 660.0
2455339.65932 14.955 0.003 5.60 684.0
2455339.93469 14.948 0.003 4.90 868.0
2455340.87658 14.951 0.003 4.64 730.0
2455341.80740 14.952 0.003 3.89 693.0
2455342.63533 14.953 0.004 6.61 860.0
2455342.83119 14.951 0.003 4.84 817.0
2455343.65546 14.956 0.003 5.10 978.0
2455343.84862 14.945 0.003 4.01 938.0
2455348.79575 14.948 0.003 4.94 576.0
2455349.67608 14.955 0.003 4.71 692.0
2455350.68449 14.951 0.003 6.25 538.0
2455351.80540 14.946 0.003 4.74 610.0
2455353.77276 14.945 0.003 3.97 493.0
2455354.73979 14.946 0.003 4.66 481.0
2455355.67516 14.947 0.003 4.40 505.0
2455357.67372 14.954 0.003 4.96 481.0
2455358.84213 14.946 0.003 5.39 492.0
2455359.67852 14.943 0.003 4.70 481.0
