2455260.86415 18.764 0.049 4.98 802.0
2455261.79898 18.904 0.060 4.82 810.0
2455264.82207 18.831 0.052 4.69 730.0
2455264.87516 18.844 0.060 5.44 726.0
2455264.89245 18.935 0.055 4.56 729.0
2455265.79809 18.897 0.052 4.79 638.0
2455266.78616 18.870 0.059 5.62 656.0
2455267.82796 18.945 0.048 4.57 559.0
2455268.79921 18.827 0.055 5.55 585.0
2455269.79408 18.868 0.048 5.07 575.0
2455270.83847 18.878 0.052 4.88 568.0
2455271.79354 18.979 0.051 4.53 593.0
2455272.80036 18.916 0.063 6.18 572.0
2455273.85502 18.897 0.048 4.84 538.0
2455274.80372 18.882 0.056 5.72 570.0
2455275.78946 18.852 0.057 4.81 731.0
2455276.82437 18.868 0.047 4.67 556.0
2455277.79052 18.868 0.047 4.69 569.0
2455278.80056 18.881 0.052 5.49 581.0
2455279.80181 18.775 0.062 6.27 598.0
2455280.85338 18.909 0.043 4.11 573.0
2455281.78831 18.992 0.055 4.93 616.0
2455282.76882 18.813 0.054 4.72 787.0
2455282.91368 18.897 0.055 4.28 772.0
2455283.76996 18.807 0.058 5.04 802.0
2455284.77197 18.943 0.063 4.99 907.0
2455285.76765 18.866 0.065 4.94 1015.0
2455285.89707 18.921 0.055 4.37 811.0
2455286.75886 18.811 0.063 4.55 976.0
2455287.82849 18.858 0.045 3.41 800.0
2455288.76184 18.865 0.059 4.29 933.0
2455292.83199 18.808 0.085 4.30 2784.0
2455293.83993 18.757 0.046 4.49 585.0
2455294.74310 18.886 0.051 5.11 543.0
2455294.75730 18.907 0.050 4.96 541.0
2455294.78050 18.956 0.041 3.92 504.0
2455294.79437 18.975 0.039 3.84 487.0
2455294.81770 18.783 0.034 3.86 491.0
2455294.83176 18.917 0.039 3.88 499.0
2455294.84775 18.881 0.042 4.21 521.0
2455294.86187 18.926 0.037 3.68 505.0
2455294.88707 18.837 0.036 3.79 513.0
2455294.90287 18.856 0.036 3.55 526.0
2455295.74406 18.847 0.042 4.53 505.0
2455295.75876 18.848 0.046 5.05 510.0
2455295.78241 18.866 0.040 4.23 482.0
2455295.79725 18.928 0.044 4.45 486.0
2455295.82088 18.909 0.043 4.21 501.0
2455295.83520 18.914 0.044 4.07 505.0
2455295.85885 18.866 0.038 3.82 502.0
2455295.87335 18.908 0.041 3.98 503.0
2455295.89830 18.836 0.042 4.22 513.0
2455295.91236 18.820 0.038 3.75 530.0
2455296.78831 18.869 0.042 4.32 520.0
2455296.80236 18.854 0.040 4.50 508.0
2455296.82280 18.845 0.036 3.96 504.0
