2455260.90179 20.300 0.161 4.13 745.0
2455264.81590 20.448 0.193 5.01 492.0
2455264.86911 20.253 0.142 4.52 460.0
2455264.88639 20.166 0.132 4.47 476.0
2455265.79207 20.299 0.145 5.11 414.0
2455267.82199 20.396 0.135 4.55 343.0
2455268.79327 20.037 0.119 5.21 373.0
2455269.78810 20.341 0.136 4.99 366.0
2455270.83250 20.175 0.099 3.61 321.0
2455271.78757 20.385 0.137 4.28 389.0
2455272.79441 20.142 0.127 5.23 340.0
2455273.84901 20.103 0.094 4.40 304.0
2455274.79778 20.281 0.133 4.71 351.0
2455275.91474 20.050 0.160 4.39 872.0
2455276.81836 20.257 0.109 3.99 327.0
2455277.78459 20.335 0.129 4.42 337.0
2455277.91360 19.914 0.124 5.01 473.0
2455278.79462 20.157 0.118 5.05 353.0
2455279.79517 20.311 0.181 6.21 355.0
2455279.91890 20.547 0.291 4.11 1462.0
2455280.84684 20.232 0.104 3.88 360.0
2455281.78237 20.078 0.103 4.05 416.0
2455281.91899 20.308 0.210 3.78 1425.0
2455282.76285 20.417 0.172 4.11 552.0
2455282.90750 20.181 0.104 4.08 371.0
2455283.76401 20.110 0.173 5.93 561.0
2455284.76601 20.169 0.158 4.83 685.0
2455285.76165 20.020 0.184 5.71 789.0
2455285.89100 20.303 0.174 4.96 595.0
2455286.75287 20.035 0.146 4.06 745.0
2455287.82252 20.579 0.188 4.08 583.0
2455288.75588 19.987 0.132 4.00 718.0
2455292.82602 20.262 0.273 4.68 1774.0
2455293.83400 20.101 0.109 4.46 349.0
2455294.72917 19.943 0.097 4.99 329.0
2455294.74471 20.386 0.150 5.91 324.0
2455294.76830 20.269 0.105 4.08 309.0
2455294.78213 20.282 0.095 3.93 303.0
2455294.80538 20.080 0.080 4.01 293.0
2455294.81932 20.199 0.088 3.76 299.0
2455294.84296 20.195 0.091 3.99 311.0
2455294.84938 20.320 0.101 3.74 318.0
2455294.87301 20.335 0.095 3.39 310.0
2455294.88870 20.227 0.094 3.72 321.0
2455294.91508 20.107 0.095 3.58 380.0
2455295.74569 20.199 0.103 4.37 300.0
2455295.76999 20.330 0.112 4.42 284.0
2455295.78404 20.402 0.113 4.15 283.0
2455295.80842 20.106 0.085 4.19 279.0
2455295.82250 20.169 0.112 4.91 301.0
